,listing_key,listing_creation_date,loan_origination_date,loan_original_amount,monthly_loan_payment,percent_funded,term,borrower_apr,prosper_rating_alpha,listing_category_numeric,listing_category_alpha
1082,3FB03557033629737B5CF10,2012-09-06 03:50:26.640000000,2012-09-19 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1083,3FB635409819183927087D8,2012-03-16 06:35:45.053000000,2012-03-23 00:00:00,15000,437.46,1.0,60,0.27246,C,1,Debt Consolidation
1098,024235367970580581BF78F,2012-01-24 17:42:19.877000000,2012-01-30 00:00:00,4000,171.08,1.0,36,0.34577,E,1,Debt Consolidation
1100,02373541187530171CB9BA2,2012-02-26 13:32:53.543000000,2012-02-29 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1124,3FDA3559017058859AF39AB,2012-10-03 09:51:50.027000000,2012-11-01 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1127,43D73547146884280C0F1BF,2012-05-10 17:32:08.923000000,2012-06-04 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
1129,43EE3564057664387EE0B45,2012-12-04 10:31:12.780000000,2012-12-12 00:00:00,2000,77.9,1.0,36,0.27285,D,18,Taxes
1132,440135595405122614FF765,2012-09-24 21:52:50.397000000,2012-10-05 00:00:00,2000,54.38,1.0,60,0.23718,B,3,Business
1137,2E423561307966419701B40,2012-11-02 13:52:46.923000000,2012-11-08 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
1139,2E5D35474701142862CBD9F,2012-05-11 05:25:24.337000000,2012-05-17 00:00:00,2500,89.98,1.0,36,0.21372,B,7,Other
1141,2E693547256967548F5530A,2012-05-23 09:56:36.790000000,2012-05-31 00:00:00,7500,269.94,1.0,36,0.21372,B,14,Large Purchases
1147,024C35658341238887C4BBD,2012-12-07 12:44:49.970000000,2012-12-18 00:00:00,14500,396.61,1.0,60,0.24015,C,1,Debt Consolidation
1155,42FA35658878961066CC5EF,2012-12-06 18:39:06.067000000,2012-12-10 00:00:00,4000,131.81,1.0,60,0.33709,E,1,Debt Consolidation
1159,432535394700954597E4C7F,2012-02-28 08:38:08.537000000,2012-03-05 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
1171,442435522249039060CC07C,2012-07-23 23:14:06.177000000,2012-07-31 00:00:00,25000,724.0,1.0,60,0.26887,C,1,Debt Consolidation
1180,2E7F35368543303473BDFB5,2012-01-18 07:47:35.983000000,2012-01-31 00:00:00,7000,225.84,1.0,36,0.12782,A,2,Home Improvement
1181,2E80354427211881440FB93,2012-04-23 10:57:53.610000000,2012-05-07 00:00:00,6000,161.81,1.0,60,0.23318,B,16,Motorcycle
1185,2E9735397868385767B85C3,2012-02-24 16:49:11.317000000,2012-02-28 00:00:00,3000,127.34,1.0,36,0.33973,E,20,Wedding Loans
1187,0256354280980410465B2E4,2012-03-16 10:48:49.390000000,2012-03-28 00:00:00,7000,240.91,1.0,36,0.17359,B,3,Business
1189,02843550167205079123311,2012-06-23 07:04:48.183000000,2012-06-27 00:00:00,2000,58.57,1.0,60,0.27462,C,13,Household Expenses
1194,028E3533731468368A8A05B,2011-12-18 15:51:24.837000000,2012-01-30 00:00:00,6000,193.57,1.0,36,0.12782,A,7,Other
1197,3740354823528680390D08F,2012-05-31 06:22:21.040000000,2012-06-01 00:00:00,8000,204.46,1.0,60,0.20705,B,1,Debt Consolidation
1216,0A353563870597903841CAC,2012-11-20 09:02:21.173000000,2012-11-27 00:00:00,5000,133.14,1.0,60,0.22693,B,1,Debt Consolidation
1224,44833553366871687C0CAD2,2012-07-25 14:54:15.093000000,2012-07-30 00:00:00,4000,169.13,1.0,36,0.33665,E,1,Debt Consolidation
1229,44A735441290865657EEA21,2012-04-17 08:24:45.133000000,2012-04-23 00:00:00,2500,89.98,1.0,36,0.21372,B,16,Motorcycle
1232,2E9A356104843799468E387,2012-10-15 16:13:42.153000000,2012-10-23 00:00:00,2000,84.97,1.0,36,0.34045,E,13,Household Expenses
1234,2FD635557324995248D5ADA,2012-08-29 11:54:29.560000000,2012-09-06 00:00:00,6500,204.86,1.0,36,0.09736,AA,1,Debt Consolidation
1235,2FE73557913563380CFCDE6,2012-09-04 16:56:44.600000000,2012-09-07 00:00:00,3000,96.44,1.0,36,0.12528,A,13,Household Expenses
1237,2FEF3544611027434092814,2012-04-03 18:52:20.390000000,2012-04-06 00:00:00,5500,177.44,1.0,36,0.12782,A,9,Boat
1245,0212355012893931777D617,2012-06-19 05:19:01.040000000,2012-06-27 00:00:00,10000,315.59,1.0,60,0.31375,D,1,Debt Consolidation
1246,02133555170303042DE0749,2012-08-17 16:24:48.100000000,2012-09-05 00:00:00,10000,351.52,1.0,36,0.19645,B,1,Debt Consolidation
1247,0213355741715986426B09D,2012-09-05 04:09:55.767000000,2012-09-10 00:00:00,4000,166.3,1.0,36,0.32333,E,7,Other
1258,3790355354157634997872E,2012-07-16 15:23:17.767000000,2012-07-23 00:00:00,7000,230.87,1.0,36,0.14328,A,19,Vacation
1259,09ED3534611086528FE25DA,2012-01-03 08:16:33.337000000,2012-02-06 00:00:00,15000,384.58,1.0,60,0.20358,B,7,Other
1305,0AB835504349662696F6CBE,2012-06-29 15:02:45.517000000,2012-07-16 00:00:00,15000,474.49,1.0,36,0.09988,AA,1,Debt Consolidation
1306,0BBF35382185164109006A9,2012-02-06 20:16:26.680000000,2012-02-14 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1310,43273543507302046394271,2012-04-13 20:25:13.640000000,2012-04-18 00:00:00,11300,288.79,1.0,60,0.20705,B,1,Debt Consolidation
1323,5C4E35485527387890587C9,2012-05-22 11:43:06.133000000,2012-05-25 00:00:00,3000,266.96,1.0,12,0.20784,C,7,Other
1326,5C5E3538976213295AB035A,2012-02-14 10:58:30.213000000,2012-02-16 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1327,5C6D3552514669533CE4068,2012-07-26 10:05:29.163000000,2012-07-31 00:00:00,3000,130.28,1.0,36,0.35797,HR,15,Medical/Dental
1330,400135626514407965A3DBA,2012-11-19 10:07:25.737000000,2012-11-26 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
1337,31A13546301433947681665,2012-05-04 05:31:11.980000000,2012-05-11 00:00:00,10000,277.33,1.0,60,0.24702,C,2,Home Improvement
1341,31BA3544132991344B0F351,2012-04-19 22:46:06.587000000,2012-04-30 00:00:00,15000,539.88,1.0,36,0.21372,B,1,Debt Consolidation
1342,302B3541885811372ED42EA,2012-03-25 10:39:17.227000000,2012-03-29 00:00:00,2000,74.83,1.0,36,0.24246,C,6,Auto
1344,303235560816426979872C5,2012-08-22 15:30:15.800000000,2012-08-28 00:00:00,2000,78.98,1.0,36,0.28339,D,15,Medical/Dental
1348,0B5535568398138833FBE2B,2012-09-08 05:03:19.517000000,2012-09-11 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
1352,0B7B3554444640891EFA4DD,2012-08-08 11:06:04.217000000,2012-08-13 00:00:00,13000,381.41,1.0,60,0.27554,C,1,Debt Consolidation
1358,02A1354516222121008555E,2012-04-17 07:16:20.793000000,2012-04-23 00:00:00,8500,293.37,1.0,36,0.18316,B,1,Debt Consolidation
1361,02963545772744019904317,2012-05-07 13:00:34.363000000,2012-05-15 00:00:00,7000,168.41,1.0,60,0.17849,A,7,Other
1366,43923542789913717D81FD8,2012-03-14 15:49:08.467000000,2012-03-21 00:00:00,4500,154.87,1.0,36,0.17359,B,1,Debt Consolidation
1367,439635535708312150C757C,2012-07-16 16:03:39.010000000,2012-08-09 00:00:00,2000,46.16,1.0,60,0.15936,A,1,Debt Consolidation
1369,439C35474453184902E9652,2012-05-16 08:43:20.533000000,2012-05-21 00:00:00,2500,108.57,1.0,36,0.35797,HR,2,Home Improvement
1377,7B0E35588937390090796E3,2012-09-18 18:46:46.430000000,2012-09-27 00:00:00,2000,86.85,1.0,36,0.35797,HR,1,Debt Consolidation
1394,305C354139996058790C887,2012-03-20 22:50:36.630000000,2012-04-12 00:00:00,10000,344.16,1.0,36,0.17359,B,6,Auto
1397,3071355068747068450C97F,2012-06-13 11:52:37.563000000,2012-06-19 00:00:00,7500,219.65,1.0,60,0.27462,C,2,Home Improvement
1409,029F3562905122078086689,2012-11-07 07:47:09.790000000,2012-11-30 00:00:00,5768,180.53,0.9613,60,0.30933,D,1,Debt Consolidation
1418,43B1354492294418052DF3A,2012-04-16 21:33:32.867000000,2012-04-25 00:00:00,13000,350.6,1.0,60,0.23318,B,14,Large Purchases
1425,43DC3537082409530FA7FEB,2012-01-16 12:17:43.463000000,2012-01-19 00:00:00,4000,173.71,1.0,36,0.35797,HR,14,Large Purchases
1426,7B3F35402924259911164BB,2012-02-29 04:11:33.223000000,2012-03-05 00:00:00,4000,169.78,1.0,36,0.33973,E,6,Auto
1437,40623559289495477E7D3B9,2012-10-05 12:32:31.323000000,2012-10-10 00:00:00,8000,284.39,1.0,36,0.20462,B,11,Engagement Ring
1439,407E3537360075922D63298,2012-01-12 15:43:39.367000000,2012-01-19 00:00:00,8000,205.11,1.0,60,0.20358,B,15,Medical/Dental
1440,40833560529878661AD8D74,2012-10-10 18:03:27.743000000,2012-10-22 00:00:00,3000,96.44,1.0,36,0.12528,A,13,Household Expenses
1448,309035542051283302146B6,2012-08-09 17:07:49.357000000,2012-08-20 00:00:00,7000,267.3,1.0,36,0.25781,D,7,Other
1464,033235548395562230AF029,2012-08-17 23:13:40.827000000,2012-08-23 00:00:00,12880,441.08,1.0,36,0.17754,B,20,Wedding Loans
1487,408F3550500865856D77FC4,2012-06-21 12:37:05.197000000,2012-06-26 00:00:00,3500,119.86,1.0,60,0.35838,E,7,Other
1489,37733541386542510D39409,2012-03-09 04:52:44.520000000,2012-12-13 00:00:00,4000,136.98,1.0,36,0.17754,B,6,Auto
1491,378435566657266972F056D,2012-09-11 08:46:14.660000000,2012-09-18 00:00:00,2000,86.85,1.0,36,0.35797,HR,2,Home Improvement
1494,37A23536402304506DD63D8,2012-01-15 20:48:38.890000000,2012-01-31 00:00:00,8000,185.98,1.0,60,0.15784,A,2,Home Improvement
1502,30D135364466873826610BB,2012-01-18 14:06:53.167000000,2012-01-24 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
1506,0B2735601345653295636C2,2012-09-30 15:00:00.273000000,2012-10-04 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1508,0B903551542311358459B79,2012-07-01 17:05:39.313000000,2012-07-05 00:00:00,2500,91.67,1.0,36,0.22742,C,18,Taxes
1509,0B943562226915862B49602,2012-10-25 15:52:38.347000000,2012-11-08 00:00:00,5000,135.77,1.0,60,0.23656,C,15,Medical/Dental
1510,0B9535434558128177C0DD6,2012-03-24 15:38:46.797000000,2012-03-27 00:00:00,15000,437.46,1.0,60,0.27246,C,3,Business
1529,4437354879903084641C2D5,2012-05-25 13:55:59.553000000,2012-06-12 00:00:00,5000,146.43,1.0,60,0.27462,C,7,Other
1533,5D5E3561965762329472065,2012-11-08 13:52:33.897000000,2012-11-21 00:00:00,9500,257.97,1.0,60,0.23656,C,19,Vacation
1540,37B43556050266808E8D1EF,2012-08-16 13:52:53.860000000,2012-09-05 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
1542,37B73558191106845374BBD,2012-09-10 13:13:19.337000000,2012-10-10 00:00:00,16000,518.83,1.0,36,0.13138,A,3,Business
1559,0BAD3545041434108949FE8,2012-04-12 18:36:27.393000000,2012-04-26 00:00:00,15000,360.88,1.0,60,0.17849,A,18,Taxes
1569,038135404156906482E8CBD,2012-02-23 09:21:38.903000000,2012-02-28 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
1572,02D43550742226126DB1F63,2012-07-02 07:01:51.453000000,2012-07-10 00:00:00,10000,277.33,1.0,60,0.24702,C,2,Home Improvement
1574,02DC3553927004614C7A114,2012-07-23 11:55:17.183000000,2012-07-30 00:00:00,4000,169.13,1.0,36,0.33665,E,2,Home Improvement
1575,44553544139345278DEF2B2,2012-04-03 05:35:36.480000000,2012-04-16 00:00:00,7000,213.75,1.0,36,0.06587,AA,3,Business
1576,445535623943018388BFCC5,2012-11-17 12:03:35.607000000,2012-11-21 00:00:00,10000,360.22,1.0,36,0.21434,C,1,Debt Consolidation
1582,44953559741788301DCC55B,2012-10-17 10:08:17.903000000,2012-10-29 00:00:00,16000,602.72,1.0,36,0.24758,C,1,Debt Consolidation
1590,6FFB3545084147553D693FF,2012-04-11 06:11:52.380000000,2012-04-17 00:00:00,5000,128.19,1.0,60,0.20358,B,7,Other
1593,37EF3559929455843DECE95,2012-10-05 15:19:59.863000000,2012-10-31 00:00:00,25000,552.71,1.0,60,0.13983,A,1,Debt Consolidation
1595,37F4354881740665709859E,2012-05-21 16:22:08.417000000,2012-06-05 00:00:00,11000,264.64,1.0,60,0.17849,A,19,Vacation
1601,2D353554474812052FA4C40,2012-08-18 00:45:03.303000000,2012-08-24 00:00:00,4000,157.96,1.0,36,0.28339,D,2,Home Improvement
1603,2D483564234767577F0C07F,2012-12-11 10:22:14.793000000,2012-12-24 00:00:00,3750,162.85,1.0,36,0.35797,HR,2,Home Improvement
1612,0B06354740140745272C24A,2012-05-09 05:25:20.717000000,2012-05-21 00:00:00,4000,168.89,1.0,36,0.33553,E,1,Debt Consolidation
1638,70173554237347805C344C0,2012-08-13 12:41:32.227000000,2012-08-17 00:00:00,15000,446.71,1.0,60,0.28324,D,7,Other
1640,702335452464525394CB6C6,2012-05-04 08:23:17.963000000,2012-05-15 00:00:00,5000,198.77,1.0,36,0.28851,D,2,Home Improvement
1641,651D356036299846528A260,2012-10-15 15:26:07.273000000,2012-10-31 00:00:00,25000,878.8,1.0,36,0.19645,B,1,Debt Consolidation
1642,651D35621262640427EB659,2012-11-07 06:38:54.793000000,2012-11-21 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1661,0B8F3538707439733CC9710,2012-02-02 13:55:10.453000000,2012-02-07 00:00:00,5000,172.08,1.0,36,0.17359,B,1,Debt Consolidation
1662,31313547044939667D57B61,2012-05-23 13:47:25.010000000,2012-05-30 00:00:00,4000,361.05,1.0,12,0.23554,C,2,Home Improvement
1664,3133354515065911063E68B,2012-04-23 08:23:50.330000000,2012-05-04 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
1671,032A355975835308288066B,2012-10-08 09:38:32.133000000,2012-12-14 00:00:00,20000,434.95,1.0,60,0.13247,AA,1,Debt Consolidation
1672,032C3564124925608DEB821,2012-11-20 15:14:29.853000000,2012-12-11 00:00:00,8000,217.24,1.0,60,0.23656,C,1,Debt Consolidation
1674,034435458768113835365F2,2012-04-30 12:00:44.997000000,2012-05-08 00:00:00,2500,108.57,1.0,36,0.35797,HR,2,Home Improvement
1678,400E3537902714707DFB497,2012-02-09 14:40:39.863000000,2012-02-14 00:00:00,4000,173.71,1.0,36,0.35797,HR,10,Cosmetic Procedure
1686,40403547381511136AF019D,2012-05-16 15:14:52.917000000,2012-06-13 00:00:00,15700,488.3,1.0,36,0.08829,AA,3,Business
1693,7B0B3538204771666D52573,2012-01-27 20:03:49.283000000,2012-01-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1694,7B133540038918886D2A660,2012-02-25 09:06:41.583000000,2012-02-28 00:00:00,3900,169.36,1.0,36,0.35797,HR,13,Household Expenses
1706,39D83556165745821DCBAA7,2012-08-30 16:37:26.640000000,2012-09-11 00:00:00,3800,114.49,1.0,60,0.2893,D,1,Debt Consolidation
1712,3A083544866878968F9DCE5,2012-04-25 07:05:43.873000000,2012-04-30 00:00:00,13000,492.99,1.0,36,0.25259,C,1,Debt Consolidation
1714,31A03551934004633A3A1E5,2012-07-09 07:08:34.930000000,2012-07-13 00:00:00,18000,577.77,1.0,36,0.12427,A,1,Debt Consolidation
1715,31A33563401895409823DD3,2012-11-08 17:15:49.020000000,2012-12-27 00:00:00,16000,410.4,1.0,60,0.20879,B,1,Debt Consolidation
1717,31A53547093058993F36980,2012-05-03 11:25:58.693000000,2012-05-10 00:00:00,3000,113.77,1.0,36,0.25259,C,7,Other
1718,31AC35637639847838C8039,2012-11-23 23:32:00.690000000,2012-12-12 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
1720,31AE35509388137910C37DE,2012-06-22 16:07:59.273000000,2012-06-29 00:00:00,9000,341.3,1.0,36,0.25259,C,1,Debt Consolidation
1741,0B0F35532792943787AD9BF,2012-07-26 11:46:45.180000000,2012-07-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
1742,0B103561456843078040606,2012-10-20 09:15:45.433000000,2012-10-29 00:00:00,10000,321.2,1.0,60,0.32321,E,1,Debt Consolidation
1743,0B1A3556390134395FAE57E,2012-09-09 06:14:14.337000000,2012-09-18 00:00:00,10000,230.82,1.0,60,0.15936,A,19,Vacation
1759,7B253536120590660B5A354,2012-01-05 16:48:28.603000000,2012-01-09 00:00:00,4000,171.08,1.0,36,0.34577,E,13,Household Expenses
1760,7B2B3555244446371DECE5E,2012-08-19 16:10:40.033000000,2012-08-23 00:00:00,3000,108.07,1.0,36,0.21434,C,7,Other
1761,7B3B354349219107900EB5F,2012-04-05 12:14:15.277000000,2012-04-16 00:00:00,15000,592.6,1.0,36,0.2837,D,2,Home Improvement
1763,87683542587357379DC2F34,2012-04-03 09:55:41.600000000,2012-04-11 00:00:00,15000,384.58,1.0,60,0.20358,B,1,Debt Consolidation
1764,876F3564163354623050803,2012-11-28 05:58:12.357000000,2012-12-14 00:00:00,3267,141.88,0.8167,36,0.35797,HR,7,Other
1766,7AD23553458588391CFB3F3,2012-08-01 16:08:16.767000000,2012-08-06 00:00:00,5500,198.12,1.0,36,0.21434,C,15,Medical/Dental
1769,364A35611663839190C5CAD,2012-11-04 10:23:00.563000000,2012-11-08 00:00:00,6500,234.14,1.0,36,0.21434,C,1,Debt Consolidation
1773,36553545701453558B5A6F6,2012-04-23 21:01:10.583000000,2012-04-30 00:00:00,12000,332.79,1.0,60,0.24702,C,3,Business
1776,314735500015914939CF031,2012-06-19 06:46:22.390000000,2012-06-26 00:00:00,6000,175.72,1.0,60,0.27462,C,1,Debt Consolidation
1777,314A35617137532520830F9,2012-10-25 19:23:57.013000000,2012-10-31 00:00:00,8500,273.23,1.0,36,0.12528,A,7,Other
1791,03BD354863500957902178F,2012-06-11 10:29:49.823000000,2012-06-20 00:00:00,20000,670.99,1.0,36,0.15538,A,19,Vacation
1801,0B8E3542572619613E7AE8E,2012-03-31 14:31:03.303000000,2012-04-09 00:00:00,12500,364.55,1.0,60,0.27246,C,1,Debt Consolidation
1802,47C5353511036579301E14E,2012-01-02 10:09:45.790000000,2012-01-04 00:00:00,2700,94.38,1.0,36,0.18478,B,1,Debt Consolidation
1807,4B9D354399653789215CD87,2012-03-26 16:23:00.177000000,2012-03-29 00:00:00,12500,290.59,1.0,60,0.15784,A,1,Debt Consolidation
1814,8A7E3550366748063DB3CDD,2012-06-15 05:06:27.100000000,2012-06-20 00:00:00,11250,361.11,1.0,36,0.12427,A,1,Debt Consolidation
1821,7ADA3543023726392B7F9A7,2012-03-28 23:58:14.313000000,2012-04-03 00:00:00,2500,108.57,1.0,36,0.35797,HR,1,Debt Consolidation
1832,8AA435611572148905C3975,2012-10-18 12:50:19.143000000,2012-10-29 00:00:00,3900,151.9,1.0,36,0.27285,D,8,Baby & Adoption
1833,8AB93559132278058696A0F,2012-10-09 16:02:31.013000000,2012-10-30 00:00:00,7100,255.76,1.0,36,0.21434,C,1,Debt Consolidation
1846,369C3540402566309180D0C,2012-03-03 09:09:35.933000000,2012-03-09 00:00:00,5000,197.53,1.0,36,0.2837,D,18,Taxes
1853,36C33541159153163FE9AD6,2012-03-02 18:51:33.573000000,2012-03-08 00:00:00,11500,365.64,1.0,36,0.11766,A,2,Home Improvement
1855,36DD3561986614994DBDCA4,2012-11-14 14:20:17.557000000,2012-12-04 00:00:00,20000,482.54,1.0,60,0.17982,A,2,Home Improvement
1866,03E435543089972192E95B7,2012-08-17 17:03:35.333000000,2012-08-22 00:00:00,3000,274.17,1.0,12,0.25214,D,20,Wedding Loans
1883,4BBC353611593002704C0C7,2012-01-09 20:35:59.473000000,2012-01-18 00:00:00,10000,307.57,1.0,60,0.30008,D,1,Debt Consolidation
1886,3526354684840359121BF08,2012-05-02 07:44:29.033000000,2012-05-09 00:00:00,5000,150.0,1.0,60,0.28704,D,1,Debt Consolidation
1888,3530355436614629979EF75,2012-08-13 10:36:50.903000000,2012-09-06 00:00:00,12000,466.02,1.0,36,0.2706,D,15,Medical/Dental
1902,36E53540486518393B82700,2012-02-16 17:53:41.757000000,2012-02-24 00:00:00,3000,96.79,1.0,36,0.12782,A,13,Household Expenses
1904,371F35549330456350D8B70,2012-08-14 07:39:26.907000000,2012-08-16 00:00:00,3900,90.02,1.0,60,0.15936,A,1,Debt Consolidation
1905,37213555270319289167AFE,2012-08-12 11:46:09.703000000,2012-08-20 00:00:00,8000,217.51,1.0,60,0.23718,B,11,Engagement Ring
1906,37223550852662564C0F318,2012-06-20 14:24:18.723000000,2012-07-11 00:00:00,15000,383.35,1.0,60,0.20705,B,1,Debt Consolidation
1913,66243547650665555486D52,2012-05-24 08:49:40.360000000,2012-05-30 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
1916,297D355418107507613999A,2012-07-23 20:41:59.073000000,2012-07-31 00:00:00,13000,400.62,1.0,60,0.30111,D,3,Business
1922,29293564586852836294063,2012-12-03 19:15:41.737000000,2012-12-18 00:00:00,10500,301.94,1.0,60,0.26528,C,1,Debt Consolidation
1929,02FF355523468129571133A,2012-08-07 11:09:49.370000000,2012-08-20 00:00:00,12000,365.28,1.0,60,0.29464,D,1,Debt Consolidation
1933,03533547327832595DE3C7C,2012-05-28 07:55:16.023000000,2012-06-04 00:00:00,2000,75.84,1.0,36,0.25259,C,7,Other
1934,0C3D3555860061002C4F064,2012-09-05 03:32:52.683000000,2012-09-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
1950,357F3551021552811873867,2012-07-09 07:52:38.253000000,2012-07-16 00:00:00,15000,529.28,1.0,36,0.19921,B,1,Debt Consolidation
1961,372D3542842332847892743,2012-03-23 13:41:06.560000000,2012-04-03 00:00:00,15750,331.63,1.0,60,0.09826,AA,15,Medical/Dental
1969,541035468021997752A571A,2012-05-16 16:28:09.300000000,2012-05-21 00:00:00,2000,58.57,1.0,60,0.27462,C,18,Taxes
1976,543D354394941846440666B,2012-04-08 08:53:59.220000000,2012-04-12 00:00:00,4500,168.36,1.0,36,0.24246,C,13,Household Expenses
1984,2AC7355311986961515EE66,2012-07-28 09:58:03.790000000,2012-07-31 00:00:00,4000,92.33,1.0,60,0.15936,A,1,Debt Consolidation
2005,358135637350399443BC126,2012-11-26 10:38:22.320000000,2012-11-29 00:00:00,5000,160.73,1.0,36,0.12528,A,6,Auto
2033,731A35433950508431D90A0,2012-04-02 10:13:10.120000000,2012-04-11 00:00:00,2000,74.83,1.0,36,0.24246,C,2,Home Improvement
2037,732E3550393925919D81429,2012-06-27 07:08:02.063000000,2012-07-06 00:00:00,8000,318.04,1.0,36,0.28851,D,2,Home Improvement
2038,73323544279305561CA90D4,2012-04-12 19:54:57.890000000,2012-04-26 00:00:00,10000,379.22,1.0,36,0.25259,C,3,Business
2047,2A7C3544832985192292575,2012-04-30 10:24:18.727000000,2012-05-03 00:00:00,9000,249.59,1.0,60,0.24702,C,2,Home Improvement
2063,033A3549301871911E84494,2012-06-21 09:16:04.383000000,2012-06-27 00:00:00,12300,266.51,1.0,60,0.13084,AA,14,Large Purchases
2068,4C02356141219971003613B,2012-10-29 10:53:57.153000000,2012-11-05 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
2088,3AD23559560335811F51610,2012-10-05 11:19:53.103000000,2012-10-10 00:00:00,2000,86.85,1.0,36,0.35797,HR,7,Other
2114,0C9B3541840775419BF7903,2012-03-11 14:45:05.933000000,2012-03-20 00:00:00,2500,105.55,1.0,36,0.33553,E,1,Debt Consolidation
2135,63B73549239185296A83230,2012-06-08 13:19:25.297000000,2012-06-15 00:00:00,15000,404.54,1.0,60,0.23318,B,1,Debt Consolidation
2136,63B735559335533143904E3,2012-08-28 14:50:57.440000000,2012-09-07 00:00:00,8000,338.26,1.0,36,0.33665,E,1,Debt Consolidation
2156,7338354602370096530FAA7,2012-04-24 15:04:57.577000000,2012-05-03 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
2157,733935583284005611CCB10,2012-09-18 19:26:46.870000000,2012-09-26 00:00:00,4000,144.09,1.0,36,0.21434,C,7,Other
2166,278435431323102163EC6B3,2012-03-19 17:45:46.830000000,2012-03-21 00:00:00,4000,146.1,1.0,36,0.22456,C,2,Home Improvement
2167,2795354069947408100AEA1,2012-03-06 18:08:11.660000000,2012-03-09 00:00:00,4000,136.98,1.0,60,0.35838,E,2,Home Improvement
2168,0D1B3538265104410C9A401,2012-01-24 03:42:17.130000000,2012-01-31 00:00:00,16000,516.2,1.0,36,0.12782,A,7,Other
2170,0D293546075228917AE8C8C,2012-04-24 17:19:58.043000000,2012-05-08 00:00:00,10000,397.55,1.0,36,0.28851,D,1,Debt Consolidation
2171,0D303546258477866C762A9,2012-05-02 06:38:51.433000000,2012-05-04 00:00:00,3000,107.98,1.0,36,0.21372,B,13,Household Expenses
